site_id,meter_id,timestamp,sensor_name,sensor_value,status
Site_A,Site_A_Meter_1,2023-12-01 03:05:00,humidity,45.68,error
Site_A,Site_A_Meter_1,2023-12-01 03:10:00,humidity,44.71,inactive
Site_A,Site_A_Meter_1,2023-12-01 03:15:00,temperature,24.05,active
Site_A,Site_A_Meter_1,2023-12-01 03:20:00,power_consumption,96.46,active
Site_A,Site_A_Meter_1,2023-12-01 03:25:00,power_consumption,81.82,active
Site_A,Site_A_Meter_1,2023-12-01 03:30:00,humidity,48.8,error
Site_A,Site_A_Meter_1,2023-12-01 03:35:00,temperature,21.61,active
Site_A,Site_A_Meter_1,2023-12-01 03:40:00,temperature,29.38,error
Site_A,Site_A_Meter_1,2023-12-01 03:45:00,power_consumption,49.72,inactive
Site_A,Site_A_Meter_1,2023-12-01 03:50:00,temperature,21.59,error
Site_A,Site_A_Meter_1,2023-12-01 03:55:00,temperature,20.76,active
Site_A,Site_A_Meter_1,2023-12-01 04:00:00,temperature,17.99,error
Site_A,Site_A_Meter_1,2023-12-01 04:05:00,humidity,76.89,active
Site_A,Site_A_Meter_1,2023-12-01 04:10:00,humidity,26.82,active
Site_A,Site_A_Meter_1,2023-12-01 04:15:00,humidity,41.67,inactive
Site_A,Site_A_Meter_1,2023-12-01 04:20:00,humidity,38.1,active
Site_A,Site_A_Meter_1,2023-12-01 04:25:00,power_consumption,92.7,error
Site_A,Site_A_Meter_1,2023-12-01 04:30:00,temperature,20.62,active
Site_A,Site_A_Meter_1,2023-12-01 04:35:00,humidity,94.1,inactive
Site_A,Site_A_Meter_1,2023-12-01 04:40:00,humidity,37.8,error
Site_A,Site_A_Meter_1,2023-12-01 04:45:00,temperature,28.62,error
Site_A,Site_A_Meter_1,2023-12-01 04:50:00,power_consumption,90.08,inactive
Site_A,Site_A_Meter_1,2023-12-01 04:55:00,humidity,80.96,active
Site_A,Site_A_Meter_1,2023-12-01 05:00:00,humidity,89.91,active
Site_A,Site_A_Meter_1,2023-12-01 05:05:00,temperature,16.93,active
Site_A,Site_A_Meter_1,2023-12-01 05:10:00,power_consumption,94.44,active
Site_A,Site_A_Meter_1,2023-12-01 05:15:00,temperature,16.85,inactive
Site_A,Site_A_Meter_1,2023-12-01 05:20:00,humidity,95.23,error
Site_A,Site_A_Meter_1,2023-12-01 05:25:00,humidity,61.36,error
Site_A,Site_A_Meter_1,2023-12-01 05:30:00,temperature,28.06,active
Site_A,Site_A_Meter_1,2023-12-01 05:35:00,humidity,65.35,active
Site_A,Site_A_Meter_1,2023-12-01 05:40:00,power_consumption,33.01,inactive
Site_A,Site_A_Meter_1,2023-12-01 05:45:00,power_consumption,99.47,error
Site_A,Site_A_Meter_1,2023-12-01 05:50:00,humidity,80.39,inactive
Site_A,Site_A_Meter_1,2023-12-01 05:55:00,temperature,28.59,inactive
Site_A,Site_A_Meter_1,2023-12-01 06:00:00,humidity,57.88,inactive
Site_A,Site_A_Meter_1,2023-12-01 06:05:00,power_consumption,89.35,inactive
Site_A,Site_A_Meter_1,2023-12-01 06:10:00,temperature,30.34,inactive
Site_A,Site_A_Meter_1,2023-12-01 06:15:00,humidity,61.81,error
Site_A,Site_A_Meter_1,2023-12-01 06:20:00,temperature,18.91,inactive
Site_A,Site_A_Meter_1,2023-12-01 06:25:00,humidity,31.93,inactive
Site_A,Site_A_Meter_1,2023-12-01 06:30:00,power_consumption,79.83,active
Site_A,Site_A_Meter_1,2023-12-01 06:35:00,humidity,45.75,inactive
Site_A,Site_A_Meter_1,2023-12-01 06:40:00,temperature,16.35,inactive
Site_A,Site_A_Meter_1,2023-12-01 06:45:00,humidity,74.37,active
Site_A,Site_A_Meter_1,2023-12-01 06:50:00,humidity,22.02,active
Site_A,Site_A_Meter_1,2023-12-01 06:55:00,temperature,20.04,inactive
Site_A,Site_A_Meter_1,2023-12-01 07:00:00,temperature,26.08,error
Site_A,Site_A_Meter_1,2023-12-01 07:05:00,temperature,25.22,inactive
Site_A,Site_A_Meter_1,2023-12-01 07:10:00,temperature,15.14,inactive
Site_A,Site_A_Meter_1,2023-12-01 07:15:00,power_consumption,51.74,inactive
Site_A,Site_A_Meter_1,2023-12-01 07:20:00,power_consumption,93.21,error
Site_A,Site_A_Meter_1,2023-12-01 07:25:00,temperature,25.65,error
Site_A,Site_A_Meter_1,2023-12-01 07:30:00,humidity,97.59,inactive
Site_A,Site_A_Meter_1,2023-12-01 07:35:00,power_consumption,76.54,error
Site_A,Site_A_Meter_1,2023-12-01 07:40:00,power_consumption,26.32,error
Site_A,Site_A_Meter_1,2023-12-01 07:45:00,temperature,16.11,inactive
Site_A,Site_A_Meter_1,2023-12-01 07:50:00,power_consumption,36.61,error
Site_A,Site_A_Meter_1,2023-12-01 07:55:00,temperature,29.34,inactive
Site_A,Site_A_Meter_1,2023-12-01 08:00:00,humidity,48.79,active
Site_A,Site_A_Meter_1,2023-12-01 08:05:00,temperature,22.43,error
Site_A,Site_A_Meter_1,2023-12-01 08:10:00,temperature,22.92,active
Site_A,Site_A_Meter_1,2023-12-01 08:15:00,humidity,72.39,inactive
Site_A,Site_A_Meter_1,2023-12-01 08:20:00,power_consumption,76.95,active
Site_A,Site_A_Meter_1,2023-12-01 08:25:00,power_consumption,83.23,inactive
Site_A,Site_A_Meter_1,2023-12-01 08:30:00,temperature,15.08,active
Site_A,Site_A_Meter_1,2023-12-01 08:35:00,temperature,31.11,active
Site_A,Site_A_Meter_1,2023-12-01 08:40:00,power_consumption,93.76,inactive
Site_A,Site_A_Meter_1,2023-12-01 08:45:00,temperature,26.82,error
Site_A,Site_A_Meter_1,2023-12-01 08:50:00,power_consumption,94.51,inactive
Site_A,Site_A_Meter_1,2023-12-01 08:55:00,humidity,56.91,inactive
Site_A,Site_A_Meter_1,2023-12-01 09:00:00,temperature,19.27,error
Site_A,Site_A_Meter_1,2023-12-01 09:05:00,humidity,88.02,active
Site_A,Site_A_Meter_1,2023-12-01 09:10:00,temperature,28.67,inactive
Site_A,Site_A_Meter_1,2023-12-01 09:15:00,temperature,19.54,active
Site_A,Site_A_Meter_1,2023-12-01 09:20:00,power_consumption,82.84,inactive
Site_A,Site_A_Meter_1,2023-12-01 09:25:00,temperature,27.44,error
Site_A,Site_A_Meter_1,2023-12-01 09:30:00,power_consumption,22.28,active
Site_A,Site_A_Meter_1,2023-12-01 09:35:00,temperature,29.93,error
Site_A,Site_A_Meter_1,2023-12-01 09:40:00,power_consumption,38.1,inactive
Site_A,Site_A_Meter_1,2023-12-01 09:45:00,humidity,67.97,inactive
Site_A,Site_A_Meter_1,2023-12-01 09:50:00,humidity,76.92,error
Site_A,Site_A_Meter_1,2023-12-01 09:55:00,power_consumption,85.1,error
Site_A,Site_A_Meter_1,2023-12-01 10:00:00,power_consumption,70.15,error
Site_A,Site_A_Meter_1,2023-12-01 10:05:00,humidity,61.88,active
Site_A,Site_A_Meter_1,2023-12-01 10:10:00,power_consumption,60.94,active
Site_A,Site_A_Meter_1,2023-12-01 10:15:00,humidity,99.68,active
Site_A,Site_A_Meter_1,2023-12-01 10:20:00,temperature,22.33,error
Site_A,Site_A_Meter_1,2023-12-01 10:25:00,temperature,24.98,inactive
Site_A,Site_A_Meter_1,2023-12-01 10:30:00,temperature,24.13,active
Site_A,Site_A_Meter_1,2023-12-01 10:35:00,humidity,30.21,inactive
Site_A,Site_A_Meter_1,2023-12-01 10:40:00,humidity,89.4,active
Site_A,Site_A_Meter_1,2023-12-01 10:45:00,temperature,17.35,active
Site_A,Site_A_Meter_1,2023-12-01 10:50:00,temperature,19.58,error
Site_A,Site_A_Meter_1,2023-12-01 10:55:00,power_consumption,41.12,active
Site_A,Site_A_Meter_1,2023-12-01 11:00:00,power_consumption,21.1,inactive
Site_A,Site_A_Meter_1,2023-12-01 11:05:00,temperature,28.72,inactive
Site_A,Site_A_Meter_1,2023-12-01 11:10:00,humidity,95.34,error
Site_A,Site_A_Meter_1,2023-12-01 11:15:00,humidity,37.47,inactive
Site_A,Site_A_Meter_1,2023-12-01 11:20:00,humidity,57.07,inactive
Site_A,Site_A_Meter_1,2023-12-01 11:25:00,power_consumption,77.84,inactive
Site_A,Site_A_Meter_1,2023-12-01 11:30:00,power_consumption,20.51,active
Site_A,Site_A_Meter_1,2023-12-01 11:35:00,temperature,23.05,inactive
Site_A,Site_A_Meter_1,2023-12-01 11:40:00,power_consumption,52.18,active
Site_A,Site_A_Meter_1,2023-12-01 11:45:00,humidity,97.36,inactive
Site_A,Site_A_Meter_1,2023-12-01 11:50:00,humidity,31.14,error
Site_A,Site_A_Meter_1,2023-12-01 11:55:00,temperature,17.4,active
Site_A,Site_A_Meter_1,2023-12-01 12:00:00,humidity,71.6,active
Site_A,Site_A_Meter_1,2023-12-01 12:05:00,temperature,26.62,active
Site_A,Site_A_Meter_1,2023-12-01 12:10:00,humidity,53.23,error
Site_A,Site_A_Meter_1,2023-12-01 12:15:00,temperature,24.62,inactive
Site_A,Site_A_Meter_1,2023-12-01 12:20:00,power_consumption,30.69,inactive
Site_A,Site_A_Meter_1,2023-12-01 12:25:00,humidity,83.24,error
Site_A,Site_A_Meter_1,2023-12-01 12:30:00,temperature,18.95,active
Site_A,Site_A_Meter_1,2023-12-01 12:35:00,power_consumption,77.75,inactive
Site_A,Site_A_Meter_1,2023-12-01 12:40:00,humidity,66.9,inactive
Site_A,Site_A_Meter_1,2023-12-01 12:45:00,humidity,33.29,active
Site_A,Site_A_Meter_1,2023-12-01 12:50:00,power_consumption,52.07,inactive
Site_A,Site_A_Meter_1,2023-12-01 12:55:00,temperature,32.75,error
Site_A,Site_A_Meter_1,2023-12-01 13:00:00,power_consumption,99.08,active
Site_A,Site_A_Meter_1,2023-12-01 13:05:00,temperature,19.05,error
Site_A,Site_A_Meter_1,2023-12-01 13:10:00,power_consumption,36.45,inactive
Site_A,Site_A_Meter_1,2023-12-01 13:15:00,humidity,84.91,inactive
Site_A,Site_A_Meter_1,2023-12-01 13:20:00,humidity,90.26,error
Site_A,Site_A_Meter_1,2023-12-01 13:25:00,temperature,17.25,error
Site_A,Site_A_Meter_1,2023-12-01 13:30:00,humidity,44.74,inactive
Site_A,Site_A_Meter_1,2023-12-01 13:35:00,power_consumption,27.85,inactive
Site_A,Site_A_Meter_1,2023-12-01 13:40:00,temperature,17.37,inactive
Site_A,Site_A_Meter_1,2023-12-01 13:45:00,humidity,38.8,error
Site_A,Site_A_Meter_1,2023-12-01 13:50:00,humidity,27.07,error
Site_A,Site_A_Meter_1,2023-12-01 13:55:00,temperature,21.14,error
Site_A,Site_A_Meter_1,2023-12-01 14:00:00,humidity,95.04,inactive
Site_A,Site_A_Meter_1,2023-12-01 14:05:00,power_consumption,70.07,error
Site_A,Site_A_Meter_1,2023-12-01 14:10:00,temperature,16.66,inactive
Site_A,Site_A_Meter_1,2023-12-01 14:15:00,humidity,47.04,inactive
Site_A,Site_A_Meter_1,2023-12-01 14:20:00,power_consumption,79.05,error
Site_A,Site_A_Meter_1,2023-12-01 14:25:00,humidity,76.78,error
Site_A,Site_A_Meter_1,2023-12-01 14:30:00,power_consumption,33.35,error
Site_A,Site_A_Meter_1,2023-12-01 14:35:00,temperature,24.99,active
Site_A,Site_A_Meter_1,2023-12-01 14:40:00,temperature,19.17,inactive
Site_A,Site_A_Meter_1,2023-12-01 14:45:00,temperature,33.19,inactive
Site_A,Site_A_Meter_1,2023-12-01 14:50:00,power_consumption,66.1,active
Site_A,Site_A_Meter_1,2023-12-01 14:55:00,power_consumption,51.98,inactive
Site_A,Site_A_Meter_1,2023-12-01 15:00:00,humidity,59.39,inactive
Site_A,Site_A_Meter_1,2023-12-01 15:05:00,power_consumption,65.44,inactive
Site_A,Site_A_Meter_1,2023-12-01 15:10:00,humidity,54.01,active
Site_A,Site_A_Meter_1,2023-12-01 15:15:00,power_consumption,27.14,inactive
Site_A,Site_A_Meter_1,2023-12-01 15:20:00,humidity,25.84,inactive
Site_A,Site_A_Meter_1,2023-12-01 15:25:00,temperature,30.49,error
Site_A,Site_A_Meter_1,2023-12-01 15:30:00,temperature,34.2,error
Site_A,Site_A_Meter_1,2023-12-01 15:35:00,humidity,83.96,active
Site_A,Site_A_Meter_1,2023-12-01 15:40:00,power_consumption,82.93,active
Site_A,Site_A_Meter_1,2023-12-01 15:45:00,temperature,19.01,error
Site_A,Site_A_Meter_1,2023-12-01 15:50:00,temperature,28.59,inactive
Site_A,Site_A_Meter_1,2023-12-01 15:55:00,power_consumption,29.2,active
Site_A,Site_A_Meter_1,2023-12-01 16:00:00,temperature,16.88,active
Site_A,Site_A_Meter_1,2023-12-01 16:05:00,temperature,27.2,inactive
Site_A,Site_A_Meter_1,2023-12-01 16:10:00,power_consumption,62.06,active
Site_A,Site_A_Meter_1,2023-12-01 16:15:00,power_consumption,42.64,error
Site_A,Site_A_Meter_1,2023-12-01 16:20:00,temperature,23.25,inactive
Site_A,Site_A_Meter_1,2023-12-01 16:25:00,power_consumption,69.48,active
Site_A,Site_A_Meter_1,2023-12-01 16:30:00,power_consumption,99.43,error
Site_A,Site_A_Meter_1,2023-12-01 16:35:00,temperature,16.74,error
Site_A,Site_A_Meter_1,2023-12-01 16:40:00,humidity,96.06,active
Site_A,Site_A_Meter_1,2023-12-01 16:45:00,power_consumption,82.19,inactive
Site_A,Site_A_Meter_1,2023-12-01 16:50:00,power_consumption,76.32,active
Site_A,Site_A_Meter_1,2023-12-01 16:55:00,power_consumption,87.14,error
Site_A,Site_A_Meter_1,2023-12-01 17:00:00,humidity,65.65,active
Site_A,Site_A_Meter_1,2023-12-01 17:05:00,power_consumption,98.5,inactive
Site_A,Site_A_Meter_1,2023-12-01 17:10:00,temperature,25.61,active
Site_A,Site_A_Meter_1,2023-12-01 17:15:00,power_consumption,56.34,error
Site_A,Site_A_Meter_1,2023-12-01 17:20:00,power_consumption,56.94,active
Site_A,Site_A_Meter_1,2023-12-01 17:25:00,power_consumption,56.17,active
Site_A,Site_A_Meter_1,2023-12-01 17:30:00,humidity,74.05,active
Site_A,Site_A_Meter_1,2023-12-01 17:35:00,temperature,31.02,active
Site_A,Site_A_Meter_1,2023-12-01 17:40:00,power_consumption,34.5,inactive
Site_A,Site_A_Meter_1,2023-12-01 17:45:00,temperature,28.49,active
Site_A,Site_A_Meter_1,2023-12-01 17:50:00,power_consumption,60.71,inactive
Site_A,Site_A_Meter_1,2023-12-01 17:55:00,humidity,65.27,active
Site_A,Site_A_Meter_1,2023-12-01 18:00:00,power_consumption,92.89,error
Site_A,Site_A_Meter_1,2023-12-01 18:05:00,power_consumption,28.28,error
Site_A,Site_A_Meter_1,2023-12-01 18:10:00,power_consumption,48.95,error
Site_A,Site_A_Meter_1,2023-12-01 18:15:00,power_consumption,69.45,active
Site_A,Site_A_Meter_1,2023-12-01 18:20:00,power_consumption,57.35,active
Site_A,Site_A_Meter_1,2023-12-01 18:25:00,temperature,28.63,inactive
Site_A,Site_A_Meter_1,2023-12-01 18:30:00,humidity,69.49,inactive
Site_A,Site_A_Meter_1,2023-12-01 18:35:00,humidity,59.93,error
Site_A,Site_A_Meter_1,2023-12-01 18:40:00,temperature,29.6,inactive
Site_A,Site_A_Meter_1,2023-12-01 18:45:00,temperature,31.34,error
Site_A,Site_A_Meter_1,2023-12-01 18:50:00,power_consumption,60.64,inactive
Site_A,Site_A_Meter_1,2023-12-01 18:55:00,humidity,64.15,error
Site_A,Site_A_Meter_1,2023-12-01 19:00:00,humidity,74.93,inactive
Site_A,Site_A_Meter_1,2023-12-01 19:05:00,temperature,15.7,error
Site_A,Site_A_Meter_1,2023-12-01 19:10:00,power_consumption,73.88,inactive
Site_A,Site_A_Meter_1,2023-12-01 19:15:00,temperature,33.84,error
Site_A,Site_A_Meter_1,2023-12-01 19:20:00,power_consumption,98.9,inactive
Site_A,Site_A_Meter_1,2023-12-01 19:25:00,humidity,43.47,active
Site_A,Site_A_Meter_1,2023-12-01 19:30:00,humidity,93.26,inactive
Site_A,Site_A_Meter_1,2023-12-01 19:35:00,power_consumption,41.72,inactive
Site_A,Site_A_Meter_1,2023-12-01 19:40:00,temperature,18.36,active
Site_A,Site_A_Meter_1,2023-12-01 19:45:00,temperature,24.8,inactive
Site_A,Site_A_Meter_1,2023-12-01 19:50:00,humidity,53.94,inactive
Site_A,Site_A_Meter_1,2023-12-01 19:55:00,humidity,51.5,inactive
Site_A,Site_A_Meter_1,2023-12-01 20:00:00,humidity,46.78,inactive
Site_A,Site_A_Meter_1,2023-12-01 20:05:00,humidity,79.31,inactive
Site_A,Site_A_Meter_1,2023-12-01 20:10:00,humidity,40.74,error
Site_A,Site_A_Meter_1,2023-12-01 20:15:00,humidity,41.21,inactive
Site_A,Site_A_Meter_1,2023-12-01 20:20:00,humidity,26.26,inactive
Site_A,Site_A_Meter_1,2023-12-01 20:25:00,humidity,84.73,active
Site_A,Site_A_Meter_1,2023-12-01 20:30:00,power_consumption,88.29,inactive
Site_A,Site_A_Meter_1,2023-12-01 20:35:00,power_consumption,71.82,error
Site_A,Site_A_Meter_1,2023-12-01 20:40:00,humidity,30.38,active
Site_A,Site_A_Meter_1,2023-12-01 20:45:00,power_consumption,39.31,inactive
Site_A,Site_A_Meter_1,2023-12-01 20:50:00,temperature,27.01,active
Site_A,Site_A_Meter_1,2023-12-01 20:55:00,humidity,78.0,error
Site_A,Site_A_Meter_1,2023-12-01 21:00:00,humidity,61.94,inactive
Site_A,Site_A_Meter_1,2023-12-01 21:05:00,power_consumption,90.28,error
Site_A,Site_A_Meter_1,2023-12-01 21:10:00,humidity,40.7,active
Site_A,Site_A_Meter_1,2023-12-01 21:15:00,temperature,23.82,inactive
Site_A,Site_A_Meter_1,2023-12-01 21:20:00,power_consumption,64.32,active
Site_A,Site_A_Meter_1,2023-12-01 21:25:00,power_consumption,62.0,inactive
Site_A,Site_A_Meter_1,2023-12-01 21:30:00,temperature,25.64,active
Site_A,Site_A_Meter_1,2023-12-01 21:35:00,humidity,62.69,inactive
Site_A,Site_A_Meter_1,2023-12-01 21:40:00,humidity,35.08,error
Site_A,Site_A_Meter_1,2023-12-01 21:45:00,humidity,29.67,inactive
Site_A,Site_A_Meter_1,2023-12-01 21:50:00,humidity,50.38,error
Site_A,Site_A_Meter_1,2023-12-01 21:55:00,humidity,23.43,inactive
Site_A,Site_A_Meter_1,2023-12-01 22:00:00,temperature,24.49,inactive
Site_A,Site_A_Meter_1,2023-12-01 22:05:00,temperature,16.11,inactive
Site_A,Site_A_Meter_1,2023-12-01 22:10:00,temperature,22.03,error
Site_A,Site_A_Meter_1,2023-12-01 22:15:00,power_consumption,37.47,error
Site_A,Site_A_Meter_1,2023-12-01 22:20:00,power_consumption,87.07,inactive
Site_A,Site_A_Meter_1,2023-12-01 22:25:00,temperature,15.92,error
Site_A,Site_A_Meter_1,2023-12-01 22:30:00,temperature,23.15,error
Site_A,Site_A_Meter_1,2023-12-01 22:35:00,temperature,32.39,inactive
Site_A,Site_A_Meter_1,2023-12-01 22:40:00,humidity,66.51,active
Site_A,Site_A_Meter_1,2023-12-01 22:45:00,temperature,32.82,inactive
Site_A,Site_A_Meter_1,2023-12-01 22:50:00,power_consumption,42.49,inactive
Site_A,Site_A_Meter_1,2023-12-01 22:55:00,power_consumption,75.33,inactive
Site_A,Site_A_Meter_1,2023-12-01 23:00:00,power_consumption,79.65,active
Site_A,Site_A_Meter_1,2023-12-01 23:05:00,temperature,32.02,active
Site_A,Site_A_Meter_1,2023-12-01 23:10:00,power_consumption,35.73,error
Site_A,Site_A_Meter_1,2023-12-01 23:15:00,humidity,57.96,active
Site_A,Site_A_Meter_1,2023-12-01 23:20:00,power_consumption,67.57,active
Site_A,Site_A_Meter_1,2023-12-01 23:25:00,humidity,96.39,error
Site_A,Site_A_Meter_1,2023-12-01 23:30:00,power_consumption,85.45,active
Site_A,Site_A_Meter_1,2023-12-01 23:35:00,temperature,32.54,active
Site_A,Site_A_Meter_1,2023-12-01 23:40:00,temperature,27.57,inactive
Site_A,Site_A_Meter_1,2023-12-01 23:45:00,temperature,24.66,error
Site_A,Site_A_Meter_1,2023-12-01 23:50:00,temperature,28.64,error
Site_A,Site_A_Meter_1,2023-12-01 23:55:00,power_consumption,29.2,inactive
Site_A,Site_A_Meter_1,2023-12-02 00:00:00,humidity,40.99,inactive
Site_A,Site_A_Meter_1,2023-12-02 00:05:00,power_consumption,65.26,inactive
Site_A,Site_A_Meter_1,2023-12-02 00:10:00,temperature,25.37,active
Site_A,Site_A_Meter_1,2023-12-02 00:15:00,temperature,23.54,inactive
Site_A,Site_A_Meter_1,2023-12-02 00:20:00,power_consumption,37.2,inactive
Site_A,Site_A_Meter_1,2023-12-02 00:25:00,power_consumption,88.98,inactive
Site_A,Site_A_Meter_1,2023-12-02 00:30:00,power_consumption,76.47,inactive
Site_A,Site_A_Meter_1,2023-12-02 00:35:00,humidity,67.2,inactive
Site_A,Site_A_Meter_1,2023-12-02 00:40:00,temperature,33.92,inactive
Site_A,Site_A_Meter_1,2023-12-02 00:45:00,humidity,80.59,error
Site_A,Site_A_Meter_1,2023-12-02 00:50:00,humidity,34.67,active
Site_A,Site_A_Meter_1,2023-12-02 00:55:00,temperature,30.21,active
Site_A,Site_A_Meter_1,2023-12-02 01:00:00,humidity,52.28,error
Site_A,Site_A_Meter_1,2023-12-02 01:05:00,power_consumption,46.73,inactive
Site_A,Site_A_Meter_1,2023-12-02 01:10:00,temperature,24.62,error
Site_A,Site_A_Meter_1,2023-12-02 01:15:00,humidity,63.34,active
Site_A,Site_A_Meter_1,2023-12-02 01:20:00,temperature,26.99,active
Site_A,Site_A_Meter_1,2023-12-02 01:25:00,humidity,51.93,active
Site_A,Site_A_Meter_1,2023-12-02 01:30:00,temperature,26.4,active
Site_A,Site_A_Meter_1,2023-12-02 01:35:00,temperature,24.84,inactive
Site_A,Site_A_Meter_1,2023-12-02 01:40:00,power_consumption,67.86,error
Site_A,Site_A_Meter_1,2023-12-02 01:45:00,humidity,97.23,error
Site_A,Site_A_Meter_1,2023-12-02 01:50:00,temperature,29.0,active
Site_A,Site_A_Meter_1,2023-12-02 01:55:00,temperature,24.96,error
Site_A,Site_A_Meter_1,2023-12-02 02:00:00,power_consumption,20.72,error
Site_A,Site_A_Meter_1,2023-12-02 02:05:00,humidity,82.28,active
Site_A,Site_A_Meter_1,2023-12-02 02:10:00,power_consumption,66.3,active
Site_A,Site_A_Meter_1,2023-12-02 02:15:00,humidity,84.21,inactive
Site_A,Site_A_Meter_1,2023-12-02 02:20:00,humidity,49.07,active
Site_A,Site_A_Meter_1,2023-12-02 02:25:00,power_consumption,41.39,inactive
Site_A,Site_A_Meter_1,2023-12-02 02:30:00,temperature,34.31,error
Site_A,Site_A_Meter_1,2023-12-02 02:35:00,temperature,30.23,error
Site_A,Site_A_Meter_1,2023-12-02 02:40:00,humidity,44.11,error
Site_A,Site_A_Meter_1,2023-12-02 02:45:00,humidity,41.51,active
Site_A,Site_A_Meter_1,2023-12-02 02:50:00,temperature,19.56,error
Site_A,Site_A_Meter_1,2023-12-02 02:55:00,power_consumption,57.0,inactive
Site_A,Site_A_Meter_1,2023-12-02 03:00:00,power_consumption,72.79,error
Site_A,Site_A_Meter_1,2023-12-02 03:05:00,humidity,20.58,inactive
Site_A,Site_A_Meter_1,2023-12-02 03:10:00,power_consumption,69.62,inactive
Site_A,Site_A_Meter_1,2023-12-02 03:15:00,temperature,25.28,error
Site_A,Site_A_Meter_1,2023-12-02 03:20:00,temperature,18.78,inactive
Site_A,Site_A_Meter_1,2023-12-02 03:25:00,humidity,89.53,error
Site_A,Site_A_Meter_1,2023-12-02 03:30:00,temperature,30.84,inactive
Site_A,Site_A_Meter_1,2023-12-02 03:35:00,power_consumption,39.66,active
Site_A,Site_A_Meter_1,2023-12-02 03:40:00,power_consumption,59.4,error
Site_A,Site_A_Meter_1,2023-12-02 03:45:00,power_consumption,79.69,error
Site_A,Site_A_Meter_1,2023-12-02 03:50:00,power_consumption,95.85,inactive
Site_A,Site_A_Meter_1,2023-12-02 03:55:00,temperature,26.02,error
Site_A,Site_A_Meter_1,2023-12-02 04:00:00,humidity,92.08,error
Site_A,Site_A_Meter_1,2023-12-02 04:05:00,humidity,37.25,active
Site_A,Site_A_Meter_1,2023-12-02 04:10:00,temperature,34.43,active
Site_A,Site_A_Meter_1,2023-12-02 04:15:00,power_consumption,70.11,inactive
Site_A,Site_A_Meter_1,2023-12-02 04:20:00,power_consumption,20.41,error
Site_A,Site_A_Meter_1,2023-12-02 04:25:00,power_consumption,32.36,error
Site_A,Site_A_Meter_1,2023-12-02 04:30:00,humidity,82.5,active
Site_A,Site_A_Meter_1,2023-12-02 04:35:00,humidity,48.93,active
